locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELFBKOLN_00024	CDS	1179		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
ELFBKOLN_00025	gene	1044	tdh_1			
ELFBKOLN_00025	CDS	1044	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
ELFBKOLN_00026	gene	261	spoVS_1			
ELFBKOLN_00026	CDS	261	spoVS_1		COG2359	Stage V sporulation protein S
ELFBKOLN_00027	gene	795	ymdB_1			
ELFBKOLN_00027	CDS	795	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
ELFBKOLN_00028	gene	1563	rny_1			
ELFBKOLN_00028	CDS	1563	rny_1	3.1.-.-	COG1418	Ribonuclease Y
ELFBKOLN_00029	gene	1176	pbpX_1			
ELFBKOLN_00029	CDS	1176	pbpX_1		COG1680	Putative penicillin-binding protein PbpX
ELFBKOLN_00030	gene	1047	recA_1			
ELFBKOLN_00030	CDS	1047	recA_1		COG0468	Protein RecA
ELFBKOLN_00031	gene	1251	cinA_1			
ELFBKOLN_00031	CDS	1251	cinA_1		COG1058	Putative competence-damage inducible protein
ELFBKOLN_00032	gene	582	pgsA_1			
ELFBKOLN_00032	CDS	582	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ELFBKOLN_00033	gene	915				
ELFBKOLN_00033	CDS	915				hypothetical protein
ELFBKOLN_00034	gene	792				
ELFBKOLN_00034	CDS	792				hypothetical protein
ELFBKOLN_00035	gene	258	yflH_1			
ELFBKOLN_00035	CDS	258	yflH_1			putative protein YflH
ELFBKOLN_00036	gene	729	fabG_1			
ELFBKOLN_00036	CDS	729	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ELFBKOLN_00037	gene	1287				
ELFBKOLN_00037	CDS	1287				hypothetical protein
ELFBKOLN_00038	gene	1281				
ELFBKOLN_00038	CDS	1281				hypothetical protein
ELFBKOLN_00039	gene	1212	ymfD_1			
ELFBKOLN_00039	CDS	1212	ymfD_1			Bacillibactin exporter
ELFBKOLN_00040	gene	726	nagR_1			
ELFBKOLN_00040	CDS	726	nagR_1		COG2188	HTH-type transcriptional repressor NagR
ELFBKOLN_00041	gene	2364	spoIIIE_1			
ELFBKOLN_00041	CDS	2364	spoIIIE_1		COG1674	DNA translocase SpoIIIE
ELFBKOLN_00042	gene	213				
ELFBKOLN_00042	CDS	213				hypothetical protein
ELFBKOLN_00043	gene	726	tepA_1			
ELFBKOLN_00043	CDS	726	tepA_1		COG0740	Translocation-enhancing protein TepA
ELFBKOLN_00044	gene	1668	rnjB_1			
ELFBKOLN_00044	CDS	1668	rnjB_1	3.1.-.-	COG0595	Ribonuclease J2
ELFBKOLN_00045	gene	873	dapA_1			
ELFBKOLN_00045	CDS	873	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ELFBKOLN_00046	gene	1215	ask_1			
ELFBKOLN_00046	CDS	1215	ask_1	2.7.2.4	COG0527	Aspartokinase
ELFBKOLN_00047	gene	1041	asd_1			
ELFBKOLN_00047	CDS	1041	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
ELFBKOLN_00048	gene	603	dpaB_1			
ELFBKOLN_00048	CDS	603	dpaB_1	1.3.1.-	COG0452	Dipicolinate synthase subunit B
ELFBKOLN_00049	gene	894	dpaA_1			
ELFBKOLN_00049	CDS	894	dpaA_1	1.3.1.-		Dipicolinate synthase subunit A
ELFBKOLN_00050	gene	258				
ELFBKOLN_00050	CDS	258				hypothetical protein
ELFBKOLN_00051	gene	1230				
ELFBKOLN_00051	CDS	1230		3.4.24.-	COG0612	putative zinc protease
ELFBKOLN_00052	gene	960				
ELFBKOLN_00052	CDS	960				hypothetical protein
ELFBKOLN_00053	gene	2118	pnp_1			
ELFBKOLN_00053	CDS	2118	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ELFBKOLN_00054	gene	270	rpsO_1			
ELFBKOLN_00054	CDS	270	rpsO_1		COG0184	30S ribosomal protein S15
ELFBKOLN_00055	gene	951	ribF_1			
ELFBKOLN_00055	CDS	951	ribF_1		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
ELFBKOLN_00056	gene	930	truB_1			
ELFBKOLN_00056	CDS	930	truB_1	5.4.99.25		tRNA pseudouridine synthase B
ELFBKOLN_00057	gene	354	rbfA_1			
ELFBKOLN_00057	CDS	354	rbfA_1			Ribosome-binding factor A
ELFBKOLN_00058	gene	279				
ELFBKOLN_00058	CDS	279				hypothetical protein
ELFBKOLN_00059	gene	2148	infB_1			
ELFBKOLN_00059	CDS	2148	infB_1			Translation initiation factor IF-2
ELFBKOLN_00060	gene	303	rplGA_1			
ELFBKOLN_00060	CDS	303	rplGA_1		COG1358	putative ribosomal protein YlxQ
ELFBKOLN_00061	gene	276				
ELFBKOLN_00061	CDS	276				hypothetical protein
ELFBKOLN_00062	gene	1119	nusA_1			
ELFBKOLN_00062	CDS	1119	nusA_1		COG0195	Transcription termination/antitermination protein NusA
ELFBKOLN_00063	gene	471	rimP_1			
ELFBKOLN_00063	CDS	471	rimP_1		COG0779	Ribosome maturation factor RimP
ELFBKOLN_00064	gene	4365	polC_1			
ELFBKOLN_00064	CDS	4365	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
ELFBKOLN_00065	gene	1695	proS_1			
ELFBKOLN_00065	CDS	1695	proS_1	6.1.1.15		Proline--tRNA ligase
ELFBKOLN_00066	gene	1263	rasP_1			
ELFBKOLN_00066	CDS	1263	rasP_1	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
ELFBKOLN_00067	gene	1152	dxr_1			
ELFBKOLN_00067	CDS	1152	dxr_1	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
ELFBKOLN_00068	gene	801				
ELFBKOLN_00068	CDS	801				hypothetical protein
ELFBKOLN_00069	gene	783	uppS_1			
ELFBKOLN_00069	CDS	783	uppS_1	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
ELFBKOLN_00070	gene	558	frr_1			
ELFBKOLN_00070	CDS	558	frr_1		COG0233	Ribosome-recycling factor
ELFBKOLN_00071	gene	723	pyrH_1			
ELFBKOLN_00071	CDS	723	pyrH_1	2.7.4.22	COG0528	Uridylate kinase
ELFBKOLN_00072	gene	882	tsf_1			
ELFBKOLN_00072	CDS	882	tsf_1		COG0264	Elongation factor Ts
ELFBKOLN_00073	gene	741	rpsB_1			
ELFBKOLN_00073	CDS	741	rpsB_1		COG0052	30S ribosomal protein S2
ELFBKOLN_00074	gene	504				
ELFBKOLN_00074	CDS	504				hypothetical protein
ELFBKOLN_00075	gene	765	sigD_1			
ELFBKOLN_00075	CDS	765	sigD_1		COG1191	RNA polymerase sigma-D factor
ELFBKOLN_00076	gene	501	cheD_1			
ELFBKOLN_00076	CDS	501	cheD_1	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
ELFBKOLN_00077	gene	630	cheC_1			
ELFBKOLN_00077	CDS	630	cheC_1	3.-.-.-	COG1776	CheY-P phosphatase CheC
ELFBKOLN_00078	gene	471	cheW_1			
ELFBKOLN_00078	CDS	471	cheW_1		COG0835	Chemotaxis protein CheW
ELFBKOLN_00079	gene	2016	cheA_1			
ELFBKOLN_00079	CDS	2016	cheA_1	2.7.13.3	COG0643	Chemotaxis protein CheA
ELFBKOLN_00080	gene	1071	cheB_1			
ELFBKOLN_00080	CDS	1071	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
ELFBKOLN_00081	gene	891	ylxH_1			
ELFBKOLN_00081	CDS	891	ylxH_1		COG0455	Flagellum site-determining protein YlxH
ELFBKOLN_00082	gene	1101	flhF_1			
ELFBKOLN_00082	CDS	1101	flhF_1		COG1419	Flagellar biosynthesis protein FlhF
ELFBKOLN_00083	gene	2034	flhA_1			
ELFBKOLN_00083	CDS	2034	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
ELFBKOLN_00084	gene	1083	flhB_1			
ELFBKOLN_00084	CDS	1083	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
ELFBKOLN_00085	gene	780	fliR_1			
ELFBKOLN_00085	CDS	780	fliR_1		COG1684	Flagellar biosynthetic protein FliR
ELFBKOLN_00086	gene	270	fliQ_1			
ELFBKOLN_00086	CDS	270	fliQ_1		COG1987	Flagellar biosynthetic protein FliQ
ELFBKOLN_00087	gene	666	fliP_1			
ELFBKOLN_00087	CDS	666	fliP_1		COG1338	Flagellar biosynthetic protein FliP
ELFBKOLN_00088	gene	660				
ELFBKOLN_00088	CDS	660				hypothetical protein
ELFBKOLN_00089	gene	363	cheY_1			
ELFBKOLN_00089	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
ELFBKOLN_00090	gene	1140				
ELFBKOLN_00090	CDS	1140				hypothetical protein
ELFBKOLN_00091	gene	999	fliM_1			
ELFBKOLN_00091	CDS	999	fliM_1		COG1868	Flagellar motor switch protein FliM
ELFBKOLN_00092	gene	426				
ELFBKOLN_00092	CDS	426				hypothetical protein
ELFBKOLN_00093	gene	795	flgG_1			
ELFBKOLN_00093	CDS	795	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
ELFBKOLN_00094	gene	423				
ELFBKOLN_00094	CDS	423				hypothetical protein
ELFBKOLN_00095	gene	1464				
ELFBKOLN_00095	CDS	1464				hypothetical protein
ELFBKOLN_00096	gene	615				
ELFBKOLN_00096	CDS	615				hypothetical protein
ELFBKOLN_00097	gene	444	fliJ_1			
ELFBKOLN_00097	CDS	444	fliJ_1		COG2882	Flagellar FliJ protein
ELFBKOLN_00098	gene	1317	yscN_1			
ELFBKOLN_00098	CDS	1317	yscN_1	7.1.2.2		putative ATP synthase YscN
ELFBKOLN_00099	gene	753				
ELFBKOLN_00099	CDS	753				hypothetical protein
ELFBKOLN_00100	gene	1017	fliG_1			
ELFBKOLN_00100	CDS	1017	fliG_1		COG1536	Flagellar motor switch protein FliG
ELFBKOLN_00101	gene	1611				
ELFBKOLN_00101	CDS	1611				hypothetical protein
ELFBKOLN_00102	gene	327	fliE_1			
ELFBKOLN_00102	CDS	327	fliE_1			Flagellar hook-basal body complex protein FliE
ELFBKOLN_00103	gene	453	flgC_1			
ELFBKOLN_00103	CDS	453	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
ELFBKOLN_00104	gene	390	flgB_1			
ELFBKOLN_00104	CDS	390	flgB_1		COG1815	Flagellar basal body rod protein FlgB
ELFBKOLN_00105	gene	780	codY_1			
ELFBKOLN_00105	CDS	780	codY_1		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
ELFBKOLN_00106	gene	258	clpY_1			
ELFBKOLN_00106	CDS	258	clpY_1		COG1220	ATP-dependent protease ATPase subunit ClpY
ELFBKOLN_00107	gene	1161	clpY_2			
ELFBKOLN_00107	CDS	1161	clpY_2		COG1220	ATP-dependent protease ATPase subunit ClpY
ELFBKOLN_00108	gene	546	clpQ_1			
ELFBKOLN_00108	CDS	546	clpQ_1	3.4.21.-	COG5405	ATP-dependent protease subunit ClpQ
ELFBKOLN_00109	gene	915	xerC_1			
ELFBKOLN_00109	CDS	915	xerC_1		COG4974	Tyrosine recombinase XerC
ELFBKOLN_00110	gene	1308	trmFO_1			
ELFBKOLN_00110	CDS	1308	trmFO_1	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
ELFBKOLN_00111	gene	2076	topA_1			
ELFBKOLN_00111	CDS	2076	topA_1	5.6.2.1		DNA topoisomerase 1
ELFBKOLN_00112	gene	894	dprA_1			
ELFBKOLN_00112	CDS	894	dprA_1		COG0758	DNA processing protein DprA
ELFBKOLN_00113	gene	903	sucD_1			
ELFBKOLN_00113	CDS	903	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
ELFBKOLN_00114	gene	1158	sucC_1			
ELFBKOLN_00114	CDS	1158	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ELFBKOLN_00115	gene	282	flhB_2			
ELFBKOLN_00115	CDS	282	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
ELFBKOLN_00116	gene	1731				
ELFBKOLN_00116	CDS	1731				hypothetical protein
ELFBKOLN_00117	gene	768	rnhB_1			
ELFBKOLN_00117	CDS	768	rnhB_1	3.1.26.4	COG0164	Ribonuclease HII
ELFBKOLN_00118	gene	849	rbgA_1			
ELFBKOLN_00118	CDS	849	rbgA_1		COG1161	Ribosome biogenesis GTPase A
ELFBKOLN_00119	gene	348	rplS_1			
ELFBKOLN_00119	CDS	348	rplS_1		COG0335	50S ribosomal protein L19
ELFBKOLN_00120	gene	732	trmD_1			
ELFBKOLN_00120	CDS	732	trmD_1	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
ELFBKOLN_00121	gene	525	rimM_1			
ELFBKOLN_00121	CDS	525	rimM_1			Ribosome maturation factor RimM
ELFBKOLN_00122	gene	387				
ELFBKOLN_00122	CDS	387				hypothetical protein
ELFBKOLN_00123	gene	246				
ELFBKOLN_00123	CDS	246				hypothetical protein
ELFBKOLN_00124	gene	273	rpsP_1			
ELFBKOLN_00124	CDS	273	rpsP_1		COG0228	30S ribosomal protein S16
ELFBKOLN_00125	gene	1341	ffh_1			
ELFBKOLN_00125	CDS	1341	ffh_1		COG0541	Signal recognition particle protein
ELFBKOLN_00126	gene	333				
ELFBKOLN_00126	CDS	333				hypothetical protein
ELFBKOLN_00127	gene	486	ylqB_1			
ELFBKOLN_00127	CDS	486	ylqB_1			putative protein YlqB
ELFBKOLN_00128	gene	801				
ELFBKOLN_00128	CDS	801				IS3 family transposase ISBsu1
ELFBKOLN_00129	gene	282				
ELFBKOLN_00129	CDS	282				hypothetical protein
ELFBKOLN_00130	gene	990	ftsY_1			
ELFBKOLN_00130	CDS	990	ftsY_1		COG0552	Signal recognition particle receptor FtsY
ELFBKOLN_00131	gene	3561	smc_1			
ELFBKOLN_00131	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
ELFBKOLN_00132	gene	750	rnc_1			
ELFBKOLN_00132	CDS	750	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
ELFBKOLN_00133	gene	234	acpA_1			
ELFBKOLN_00133	CDS	234	acpA_1		COG0236	Acyl carrier protein
ELFBKOLN_00134	gene	741	fabG_2			
ELFBKOLN_00134	CDS	741	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ELFBKOLN_00135	gene	954	fabD_1			
ELFBKOLN_00135	CDS	954	fabD_1	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
ELFBKOLN_00136	gene	1002	plsX_1			
ELFBKOLN_00136	CDS	1002	plsX_1	2.3.1.274	COG0416	Phosphate acyltransferase
ELFBKOLN_00137	gene	567	fapR_1			
ELFBKOLN_00137	CDS	567	fapR_1		COG2050	Transcription factor FapR
ELFBKOLN_00138	gene	2049	recG_1			
ELFBKOLN_00138	CDS	2049	recG_1	3.6.4.12		ATP-dependent DNA helicase RecG
ELFBKOLN_00139	gene	903	sdhA_1			
ELFBKOLN_00139	CDS	903	sdhA_1	4.3.1.17		L-serine dehydratase, alpha chain
ELFBKOLN_00140	gene	663	sdhB_1			
ELFBKOLN_00140	CDS	663	sdhB_1	4.3.1.17		L-serine dehydratase, beta chain
ELFBKOLN_00141	gene	1662				
ELFBKOLN_00141	CDS	1662				putative protein
ELFBKOLN_00142	gene	363				
ELFBKOLN_00142	CDS	363				putative protein
ELFBKOLN_00143	gene	189	rpmB_1			
ELFBKOLN_00143	CDS	189	rpmB_1		COG0227	50S ribosomal protein L28
ELFBKOLN_00144	gene	150				
ELFBKOLN_00144	CDS	150				hypothetical protein
ELFBKOLN_00145	gene	645	thiN_1			
ELFBKOLN_00145	CDS	645	thiN_1	2.7.6.2	COG1564	Thiamine pyrophosphokinase
ELFBKOLN_00146	gene	654	rpe_1			
ELFBKOLN_00146	CDS	654	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
ELFBKOLN_00147	gene	897	rsgA_1			
ELFBKOLN_00147	CDS	897	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ELFBKOLN_00148	gene	1875	prkC_1			
ELFBKOLN_00148	CDS	1875	prkC_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
ELFBKOLN_00149	gene	10140	pksL_2			
ELFBKOLN_00149	CDS	10140	pksL_2		COG3321	Polyketide synthase PksL
ELFBKOLN_00150	gene	15141	pksJ_2			
ELFBKOLN_00150	CDS	15141	pksJ_2		COG0318	Polyketide synthase PksJ
ELFBKOLN_00151	gene	750	pksI_2			
ELFBKOLN_00151	CDS	750	pksI_2	4.-.-.-	COG1024	Putative polyketide biosynthesis enoyl-CoA isomerase PksI
ELFBKOLN_00152	gene	771	pksH_2			
ELFBKOLN_00152	CDS	771	pksH_2	4.2.1.-	COG1024	putative polyketide biosynthesis enoyl-CoA hydratase PksH
ELFBKOLN_00153	gene	1263	pksG_2			
ELFBKOLN_00153	CDS	1263	pksG_2	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
ELFBKOLN_00154	gene	1248	pksF_2			
ELFBKOLN_00154	CDS	1248	pksF_2	4.1.1.87	COG0304	Polyketide biosynthesis malonyl-ACP decarboxylase PksF
ELFBKOLN_00155	gene	249	acpK_2			
ELFBKOLN_00155	CDS	249	acpK_2		COG0236	Polyketide biosynthesis acyl-carrier-protein AcpK
ELFBKOLN_00156	gene	2283	pksE_2			
ELFBKOLN_00156	CDS	2283	pksE_2		COG0331	Polyketide biosynthesis protein PksE
ELFBKOLN_00157	gene	975	pksD_2			
ELFBKOLN_00157	CDS	975	pksD_2	2.3.1.-		Polyketide biosynthesis acyltransferase PksD
ELFBKOLN_00158	gene	150				
ELFBKOLN_00158	CDS	150				hypothetical protein
ELFBKOLN_00159	gene	867	pksC_2			
ELFBKOLN_00159	CDS	867	pksC_2	2.3.1.39	COG0331	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
ELFBKOLN_00160	gene	678	pksB_2			
ELFBKOLN_00160	CDS	678	pksB_2	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase PksB
ELFBKOLN_00161	gene	618	betI_2			
ELFBKOLN_00161	CDS	618	betI_2		COG1309	HTH-type transcriptional regulator BetI
ELFBKOLN_00162	gene	558				
ELFBKOLN_00162	CDS	558				hypothetical protein
ELFBKOLN_00163	gene	456				
ELFBKOLN_00163	CDS	456				hypothetical protein
ELFBKOLN_00164	gene	753				
ELFBKOLN_00164	CDS	753				hypothetical protein
ELFBKOLN_00165	gene	1887	mutL_2			
ELFBKOLN_00165	CDS	1887	mutL_2		COG0323	DNA mismatch repair protein MutL
ELFBKOLN_00166	gene	2577	mutS_2			
ELFBKOLN_00166	CDS	2577	mutS_2		COG0249	DNA mismatch repair protein MutS
ELFBKOLN_00167	gene	546	cotE_2			
ELFBKOLN_00167	CDS	546	cotE_2			Spore coat protein E
ELFBKOLN_00168	gene	432	ymcA_2			
ELFBKOLN_00168	CDS	432	ymcA_2		COG4550	putative protein YmcA
ELFBKOLN_00169	gene	1530	miaB_2			
ELFBKOLN_00169	CDS	1530	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
ELFBKOLN_00170	gene	1179				
ELFBKOLN_00170	CDS	1179		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
ELFBKOLN_00171	gene	1044	tdh_2			
ELFBKOLN_00171	CDS	1044	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
ELFBKOLN_00172	gene	261	spoVS_2			
ELFBKOLN_00172	CDS	261	spoVS_2		COG2359	Stage V sporulation protein S
ELFBKOLN_00173	gene	795	ymdB_2			
ELFBKOLN_00173	CDS	795	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
ELFBKOLN_00174	gene	1563	rny_2			
ELFBKOLN_00174	CDS	1563	rny_2	3.1.-.-	COG1418	Ribonuclease Y
ELFBKOLN_00175	gene	1176	pbpX_2			
ELFBKOLN_00175	CDS	1176	pbpX_2		COG1680	Putative penicillin-binding protein PbpX
ELFBKOLN_00176	gene	1047	recA_2			
ELFBKOLN_00176	CDS	1047	recA_2		COG0468	Protein RecA
ELFBKOLN_00177	gene	1251	cinA_2			
ELFBKOLN_00177	CDS	1251	cinA_2		COG1058	Putative competence-damage inducible protein
ELFBKOLN_00178	gene	582	pgsA_2			
ELFBKOLN_00178	CDS	582	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ELFBKOLN_00179	gene	915				
ELFBKOLN_00179	CDS	915				hypothetical protein
ELFBKOLN_00180	gene	792				
ELFBKOLN_00180	CDS	792				hypothetical protein
ELFBKOLN_00181	gene	258	yflH_2			
ELFBKOLN_00181	CDS	258	yflH_2			putative protein YflH
ELFBKOLN_00182	gene	729	fabG_3			
ELFBKOLN_00182	CDS	729	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ELFBKOLN_00183	gene	1287				
ELFBKOLN_00183	CDS	1287				hypothetical protein
ELFBKOLN_00184	gene	1281				
ELFBKOLN_00184	CDS	1281				hypothetical protein
ELFBKOLN_00185	gene	1212	ymfD_2			
ELFBKOLN_00185	CDS	1212	ymfD_2			Bacillibactin exporter
ELFBKOLN_00186	gene	726	nagR_2			
ELFBKOLN_00186	CDS	726	nagR_2		COG2188	HTH-type transcriptional repressor NagR
ELFBKOLN_00187	gene	2364	spoIIIE_2			
ELFBKOLN_00187	CDS	2364	spoIIIE_2		COG1674	DNA translocase SpoIIIE
ELFBKOLN_00188	gene	213				
ELFBKOLN_00188	CDS	213				hypothetical protein
ELFBKOLN_00189	gene	726	tepA_2			
ELFBKOLN_00189	CDS	726	tepA_2		COG0740	Translocation-enhancing protein TepA
ELFBKOLN_00190	gene	1668	rnjB_2			
ELFBKOLN_00190	CDS	1668	rnjB_2	3.1.-.-	COG0595	Ribonuclease J2
ELFBKOLN_00191	gene	873	dapA_2			
ELFBKOLN_00191	CDS	873	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ELFBKOLN_00192	gene	1215	ask_2			
ELFBKOLN_00192	CDS	1215	ask_2	2.7.2.4	COG0527	Aspartokinase
ELFBKOLN_00193	gene	1041	asd_2			
ELFBKOLN_00193	CDS	1041	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
ELFBKOLN_00194	gene	603	dpaB_2			
ELFBKOLN_00194	CDS	603	dpaB_2	1.3.1.-	COG0452	Dipicolinate synthase subunit B
ELFBKOLN_00195	gene	894	dpaA_2			
ELFBKOLN_00195	CDS	894	dpaA_2	1.3.1.-		Dipicolinate synthase subunit A
ELFBKOLN_00196	gene	258				
ELFBKOLN_00196	CDS	258				hypothetical protein
ELFBKOLN_00197	gene	1230				
ELFBKOLN_00197	CDS	1230		3.4.24.-	COG0612	putative zinc protease
ELFBKOLN_00198	gene	960				
ELFBKOLN_00198	CDS	960				hypothetical protein
ELFBKOLN_00199	gene	2118	pnp_2			
ELFBKOLN_00199	CDS	2118	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ELFBKOLN_00200	gene	270	rpsO_2			
ELFBKOLN_00200	CDS	270	rpsO_2		COG0184	30S ribosomal protein S15
ELFBKOLN_00201	gene	951	ribF_2			
ELFBKOLN_00201	CDS	951	ribF_2		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
ELFBKOLN_00202	gene	930	truB_2			
ELFBKOLN_00202	CDS	930	truB_2	5.4.99.25		tRNA pseudouridine synthase B
ELFBKOLN_00203	gene	354	rbfA_2			
ELFBKOLN_00203	CDS	354	rbfA_2			Ribosome-binding factor A
ELFBKOLN_00204	gene	279				
ELFBKOLN_00204	CDS	279				hypothetical protein
ELFBKOLN_00205	gene	2148	infB_2			
ELFBKOLN_00205	CDS	2148	infB_2			Translation initiation factor IF-2
