locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPDLKKOL_00033	CDS	612	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PPDLKKOL_00034	gene	873	outO			
PPDLKKOL_00034	CDS	873	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
PPDLKKOL_00035	gene	1218	epsF_1			
PPDLKKOL_00035	CDS	1218	epsF_1		COG1459	Type II secretion system protein F
PPDLKKOL_00036	gene	1701	xpsE			
PPDLKKOL_00036	CDS	1701	xpsE		COG2804	Type II secretion system protein E
PPDLKKOL_00037	gene	465	pilA			
PPDLKKOL_00037	CDS	465	pilA			Fimbrial protein
PPDLKKOL_00038	gene	1386				
PPDLKKOL_00038	CDS	1386				hypothetical protein
PPDLKKOL_00039	gene	76				
PPDLKKOL_00039	tRNA	76				tRNA-Thr(cgt)
PPDLKKOL_00040	gene	849	nadC			
PPDLKKOL_00040	CDS	849	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
PPDLKKOL_00041	gene	2256				
PPDLKKOL_00041	CDS	2256				hypothetical protein
PPDLKKOL_00042	gene	567	ampD			
PPDLKKOL_00042	CDS	567	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
PPDLKKOL_00043	gene	837				
PPDLKKOL_00043	CDS	837				hypothetical protein
PPDLKKOL_00044	gene	2022				
PPDLKKOL_00044	CDS	2022				hypothetical protein
PPDLKKOL_00045	gene	1164	ldc			
PPDLKKOL_00045	CDS	1164	ldc	4.1.1.17		Lysine/ornithine decarboxylase
PPDLKKOL_00046	gene	426				
PPDLKKOL_00046	CDS	426				hypothetical protein
PPDLKKOL_00047	gene	1803	eptC			
PPDLKKOL_00047	CDS	1803	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
PPDLKKOL_00048	gene	816	esiB			
PPDLKKOL_00048	CDS	816	esiB			Secretory immunoglobulin A-binding protein EsiB
PPDLKKOL_00049	gene	729				
PPDLKKOL_00049	CDS	729		1.14.11.-	COG3128	PKHD-type hydroxylase
PPDLKKOL_00050	gene	2262	bfrD_1			
PPDLKKOL_00050	CDS	2262	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
PPDLKKOL_00051	gene	90				
PPDLKKOL_00051	tRNA	90				tRNA-Tyr(gta)
PPDLKKOL_00052	gene	900				
PPDLKKOL_00052	CDS	900				hypothetical protein
PPDLKKOL_00053	gene	756	pxpA3_1			
PPDLKKOL_00053	CDS	756	pxpA3_1	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
PPDLKKOL_00054	gene	678	pxpB_1			
PPDLKKOL_00054	CDS	678	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
PPDLKKOL_00055	gene	930	pxpC_1			
PPDLKKOL_00055	CDS	930	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
PPDLKKOL_00056	gene	474	lrp_1			
PPDLKKOL_00056	CDS	474	lrp_1		COG1522	Leucine-responsive regulatory protein
PPDLKKOL_00057	gene	633	rhtB_1			
PPDLKKOL_00057	CDS	633	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
PPDLKKOL_00058	gene	972	oppF			
PPDLKKOL_00058	CDS	972	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
PPDLKKOL_00059	gene	975	dppD			
PPDLKKOL_00059	CDS	975	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
PPDLKKOL_00060	gene	912	dppC			
PPDLKKOL_00060	CDS	912	dppC		COG1173	Dipeptide transport system permease protein DppC
PPDLKKOL_00061	gene	1011	dppB			
PPDLKKOL_00061	CDS	1011	dppB		COG0601	Dipeptide transport system permease protein DppB
PPDLKKOL_00062	gene	1596	dppA_1			
PPDLKKOL_00062	CDS	1596	dppA_1		COG0747	Periplasmic dipeptide transport protein
PPDLKKOL_00063	gene	1452	oprD_1			
PPDLKKOL_00063	CDS	1452	oprD_1	3.4.21.-		Porin D
PPDLKKOL_00064	gene	1602	dppA_2			
PPDLKKOL_00064	CDS	1602	dppA_2		COG0747	Periplasmic dipeptide transport protein
PPDLKKOL_00065	gene	564	puuR_1			
PPDLKKOL_00065	CDS	564	puuR_1			HTH-type transcriptional regulator PuuR
PPDLKKOL_00066	gene	1218	pepQ			
PPDLKKOL_00066	CDS	1218	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
PPDLKKOL_00067	gene	1599	dppA_3			
PPDLKKOL_00067	CDS	1599	dppA_3		COG0747	Periplasmic dipeptide transport protein
PPDLKKOL_00068	gene	1614	dppA_4			
PPDLKKOL_00068	CDS	1614	dppA_4		COG0747	Periplasmic dipeptide transport protein
PPDLKKOL_00069	gene	711				
PPDLKKOL_00069	CDS	711				hypothetical protein
PPDLKKOL_00070	gene	1269				
PPDLKKOL_00070	CDS	1269				hypothetical protein
PPDLKKOL_00071	gene	561	regA			
PPDLKKOL_00071	CDS	561	regA		COG4567	Photosynthetic apparatus regulatory protein RegA
PPDLKKOL_00072	gene	810				
PPDLKKOL_00072	CDS	810				hypothetical protein
PPDLKKOL_00073	gene	1770				
PPDLKKOL_00073	CDS	1770				hypothetical protein
PPDLKKOL_00074	gene	651				
PPDLKKOL_00074	CDS	651				hypothetical protein
PPDLKKOL_00075	gene	4581				
PPDLKKOL_00075	CDS	4581				hypothetical protein
PPDLKKOL_00076	gene	1650				
PPDLKKOL_00076	CDS	1650				hypothetical protein
PPDLKKOL_00077	gene	834				
PPDLKKOL_00077	CDS	834				hypothetical protein
PPDLKKOL_00078	gene	387				
PPDLKKOL_00078	CDS	387				hypothetical protein
PPDLKKOL_00079	gene	378	rlpA_1			
PPDLKKOL_00079	CDS	378	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
PPDLKKOL_00080	gene	1446	gatB			
PPDLKKOL_00080	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PPDLKKOL_00081	gene	1455	gatA			
PPDLKKOL_00081	CDS	1455	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PPDLKKOL_00082	gene	291	gatC			
PPDLKKOL_00082	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
PPDLKKOL_00083	gene	1038	mreB			
PPDLKKOL_00083	CDS	1038	mreB		COG1077	Cell shape-determining protein MreB
PPDLKKOL_00084	gene	993	mreC			
PPDLKKOL_00084	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
PPDLKKOL_00085	gene	495	mreD			
PPDLKKOL_00085	CDS	495	mreD		COG2891	Rod shape-determining protein MreD
PPDLKKOL_00086	gene	606	yhdE			
PPDLKKOL_00086	CDS	606	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
PPDLKKOL_00087	gene	1458	rng			
PPDLKKOL_00087	CDS	1458	rng	3.1.26.-	COG1530	Ribonuclease G
PPDLKKOL_00088	gene	3831				
PPDLKKOL_00088	CDS	3831				hypothetical protein
PPDLKKOL_00089	gene	849	nit1			
PPDLKKOL_00089	CDS	849	nit1	3.5.1.128		Deaminated glutathione amidase
PPDLKKOL_00090	gene	1443	tldD			
PPDLKKOL_00090	CDS	1443	tldD	3.4.-.-	COG0312	Metalloprotease TldD
PPDLKKOL_00091	gene	525				
PPDLKKOL_00091	CDS	525				hypothetical protein
PPDLKKOL_00092	gene	1350	pmbA			
PPDLKKOL_00092	CDS	1350	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
PPDLKKOL_00093	gene	396				
PPDLKKOL_00093	CDS	396				hypothetical protein
PPDLKKOL_00094	gene	1377	fumC_1			
PPDLKKOL_00094	CDS	1377	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
PPDLKKOL_00095	gene	450				
PPDLKKOL_00095	CDS	450				hypothetical protein
PPDLKKOL_00096	gene	612	sodB_1			
PPDLKKOL_00096	CDS	612	sodB_1	1.15.1.1		Superoxide dismutase [Mn/Fe]
PPDLKKOL_00097	gene	903	zupT			
PPDLKKOL_00097	CDS	903	zupT		COG0428	Zinc transporter ZupT
PPDLKKOL_00098	gene	273	ptsH			
PPDLKKOL_00098	CDS	273	ptsH		COG1925	Phosphocarrier protein HPr
PPDLKKOL_00099	gene	861	rapZ			
PPDLKKOL_00099	CDS	861	rapZ		COG1660	RNase adapter protein RapZ
PPDLKKOL_00100	gene	465	ptsN			
PPDLKKOL_00100	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
PPDLKKOL_00101	gene	309	hpf			
PPDLKKOL_00101	CDS	309	hpf		COG1544	Ribosome hibernation promoting factor
PPDLKKOL_00102	gene	1494	rpoN			
PPDLKKOL_00102	CDS	1494	rpoN		COG1508	RNA polymerase sigma-54 factor
PPDLKKOL_00103	gene	726	lptB_1			
PPDLKKOL_00103	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PPDLKKOL_00104	gene	528	lptA			
PPDLKKOL_00104	CDS	528	lptA		COG1934	Lipopolysaccharide export system protein LptA
PPDLKKOL_00105	gene	573	lptC			
PPDLKKOL_00105	CDS	573	lptC			Lipopolysaccharide export system protein LptC
PPDLKKOL_00106	gene	540	kdsC			
PPDLKKOL_00106	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
PPDLKKOL_00107	gene	975	kdsD			
PPDLKKOL_00107	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PPDLKKOL_00108	gene	93				
PPDLKKOL_00108	CDS	93				hypothetical protein
PPDLKKOL_00109	gene	810	mlaF			
PPDLKKOL_00109	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
PPDLKKOL_00110	gene	798	mlaE			
PPDLKKOL_00110	CDS	798	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PPDLKKOL_00111	gene	474	mlaD			
PPDLKKOL_00111	CDS	474	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
PPDLKKOL_00112	gene	648	mlaC			
PPDLKKOL_00112	CDS	648	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
PPDLKKOL_00113	gene	309				
PPDLKKOL_00113	CDS	309				hypothetical protein
PPDLKKOL_00114	gene	240	ibaG			
PPDLKKOL_00114	CDS	240	ibaG		COG5007	Acid stress protein IbaG
PPDLKKOL_00115	gene	1266	murA			
PPDLKKOL_00115	CDS	1266	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PPDLKKOL_00116	gene	636	hisG			
PPDLKKOL_00116	CDS	636	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
PPDLKKOL_00117	gene	1323	hisD			
PPDLKKOL_00117	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
PPDLKKOL_00118	gene	1056	hisC_1			
PPDLKKOL_00118	CDS	1056	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
PPDLKKOL_00119	gene	1170	degS			
PPDLKKOL_00119	CDS	1170	degS	3.4.21.107	COG0265	Serine endoprotease DegS
PPDLKKOL_00120	gene	759				
PPDLKKOL_00120	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
PPDLKKOL_00121	gene	1104	mltB_1			
PPDLKKOL_00121	CDS	1104	mltB_1	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
PPDLKKOL_00122	gene	918	cysD			
PPDLKKOL_00122	CDS	918	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PPDLKKOL_00123	gene	1902	cysNC			
PPDLKKOL_00123	CDS	1902	cysNC		COG0529	Bifunctional enzyme CysN/CysC
PPDLKKOL_00124	gene	447				
PPDLKKOL_00124	CDS	447				hypothetical protein
PPDLKKOL_00125	gene	630				
PPDLKKOL_00125	CDS	630				hypothetical protein
PPDLKKOL_00126	gene	1347				
PPDLKKOL_00126	CDS	1347				hypothetical protein
PPDLKKOL_00127	gene	1095	zapE_2			
PPDLKKOL_00127	CDS	1095	zapE_2		COG1485	Cell division protein ZapE
PPDLKKOL_00128	gene	963				
PPDLKKOL_00128	CDS	963				hypothetical protein
PPDLKKOL_00129	gene	999	cdhR_1			
PPDLKKOL_00129	CDS	999	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
PPDLKKOL_00130	gene	1137	mmgC_1			
PPDLKKOL_00130	CDS	1137	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PPDLKKOL_00131	gene	1038	tas			
PPDLKKOL_00131	CDS	1038	tas		COG0667	Protein tas
PPDLKKOL_00132	gene	429	rplM			
PPDLKKOL_00132	CDS	429	rplM		COG0102	50S ribosomal protein L13
PPDLKKOL_00133	gene	393	rpsI			
PPDLKKOL_00133	CDS	393	rpsI		COG0103	30S ribosomal protein S9
PPDLKKOL_00134	gene	594	petA			
PPDLKKOL_00134	CDS	594	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PPDLKKOL_00135	gene	1212	petB			
PPDLKKOL_00135	CDS	1212	petB		COG1290	Cytochrome b
PPDLKKOL_00136	gene	783	petC			
PPDLKKOL_00136	CDS	783	petC		COG2857	Ammonia monooxygenase gamma subunit
PPDLKKOL_00137	gene	618	sspA_1			
PPDLKKOL_00137	CDS	618	sspA_1		COG0625	Stringent starvation protein A
PPDLKKOL_00138	gene	408	sspB			
PPDLKKOL_00138	CDS	408	sspB		COG2969	Stringent starvation protein B
PPDLKKOL_00139	gene	579				
PPDLKKOL_00139	CDS	579				hypothetical protein
PPDLKKOL_00140	gene	594	gmhA			
PPDLKKOL_00140	CDS	594	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
PPDLKKOL_00141	gene	246				
PPDLKKOL_00141	CDS	246				hypothetical protein
PPDLKKOL_00142	gene	1815	lpoA			
PPDLKKOL_00142	CDS	1815	lpoA		COG3107	Penicillin-binding protein activator LpoA
PPDLKKOL_00143	gene	849	rsmI			
PPDLKKOL_00143	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PPDLKKOL_00144	gene	405	mraZ			
PPDLKKOL_00144	CDS	405	mraZ		COG2001	Transcriptional regulator MraZ
PPDLKKOL_00145	gene	942	rsmH			
PPDLKKOL_00145	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PPDLKKOL_00146	gene	294	ftsL			
PPDLKKOL_00146	CDS	294	ftsL		COG3116	Cell division protein FtsL
PPDLKKOL_00147	gene	1740	ftsI			
PPDLKKOL_00147	CDS	1740	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
PPDLKKOL_00148	gene	1464	murE			
PPDLKKOL_00148	CDS	1464	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PPDLKKOL_00149	gene	1377	murF			
PPDLKKOL_00149	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PPDLKKOL_00150	gene	1083	mraY			
PPDLKKOL_00150	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PPDLKKOL_00151	gene	1347	murD			
PPDLKKOL_00151	CDS	1347	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PPDLKKOL_00152	gene	1200	ftsW			
PPDLKKOL_00152	CDS	1200	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PPDLKKOL_00153	gene	1074	murG			
PPDLKKOL_00153	CDS	1074	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PPDLKKOL_00154	gene	1443	murC			
PPDLKKOL_00154	CDS	1443	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PPDLKKOL_00155	gene	960	ddl_1			
PPDLKKOL_00155	CDS	960	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PPDLKKOL_00156	gene	864	ftsQ			
PPDLKKOL_00156	CDS	864	ftsQ			Cell division protein FtsQ
PPDLKKOL_00157	gene	1254	ftsA_1			
PPDLKKOL_00157	CDS	1254	ftsA_1		COG0849	Cell division protein FtsA
PPDLKKOL_00158	gene	1185	ftsZ			
PPDLKKOL_00158	CDS	1185	ftsZ		COG0206	Cell division protein FtsZ
PPDLKKOL_00159	gene	912	lpxC			
PPDLKKOL_00159	CDS	912	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
PPDLKKOL_00160	gene	462				
PPDLKKOL_00160	CDS	462				hypothetical protein
PPDLKKOL_00161	gene	924				
PPDLKKOL_00161	CDS	924				hypothetical protein
PPDLKKOL_00162	gene	2751	secA			
PPDLKKOL_00162	CDS	2751	secA		COG0653	Protein translocase subunit SecA
PPDLKKOL_00163	gene	1218	argJ			
PPDLKKOL_00163	CDS	1218	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
PPDLKKOL_00164	gene	636	yfcF			
PPDLKKOL_00164	CDS	636	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PPDLKKOL_00165	gene	948	thiE_1			
PPDLKKOL_00165	CDS	948	thiE_1	2.5.1.3		Thiamine-phosphate synthase
PPDLKKOL_00166	gene	579	cobO			
PPDLKKOL_00166	CDS	579	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
PPDLKKOL_00167	gene	2097	sasA_1			
PPDLKKOL_00167	CDS	2097	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PPDLKKOL_00168	gene	912	panE			
PPDLKKOL_00168	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PPDLKKOL_00169	gene	1101	cheB_1			
PPDLKKOL_00169	CDS	1101	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PPDLKKOL_00170	gene	480				
PPDLKKOL_00170	CDS	480				hypothetical protein
PPDLKKOL_00171	gene	837	mscS_1			
PPDLKKOL_00171	CDS	837	mscS_1		COG0668	Small-conductance mechanosensitive channel
PPDLKKOL_00172	gene	1785				
PPDLKKOL_00172	CDS	1785				hypothetical protein
PPDLKKOL_00173	gene	384	ogt_1			
PPDLKKOL_00173	CDS	384	ogt_1	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
PPDLKKOL_00174	gene	969				
PPDLKKOL_00174	CDS	969				hypothetical protein
PPDLKKOL_00175	gene	930				
PPDLKKOL_00175	CDS	930				hypothetical protein
PPDLKKOL_00176	gene	759	fabG_1			
PPDLKKOL_00176	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PPDLKKOL_00177	gene	735				
PPDLKKOL_00177	CDS	735				hypothetical protein
PPDLKKOL_00178	gene	468				
PPDLKKOL_00178	CDS	468				hypothetical protein
PPDLKKOL_00179	gene	294	groS			
PPDLKKOL_00179	CDS	294	groS		COG0234	10 kDa chaperonin
PPDLKKOL_00180	gene	1644	groL			
PPDLKKOL_00180	CDS	1644	groL		COG0459	60 kDa chaperonin
PPDLKKOL_00181	gene	687				
PPDLKKOL_00181	CDS	687				hypothetical protein
PPDLKKOL_00182	gene	384	crcB			
PPDLKKOL_00182	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
PPDLKKOL_00183	gene	330				
PPDLKKOL_00183	CDS	330				hypothetical protein
PPDLKKOL_00184	gene	795				
PPDLKKOL_00184	CDS	795				hypothetical protein
PPDLKKOL_00185	gene	684	czcR_1			
PPDLKKOL_00185	CDS	684	czcR_1			Transcriptional activator protein CzcR
PPDLKKOL_00186	gene	1281	sasA_2			
PPDLKKOL_00186	CDS	1281	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PPDLKKOL_00187	gene	684				
PPDLKKOL_00187	CDS	684				hypothetical protein
PPDLKKOL_00188	gene	705	inaA_1			
PPDLKKOL_00188	CDS	705	inaA_1			Protein InaA
PPDLKKOL_00189	gene	243				
PPDLKKOL_00189	CDS	243				hypothetical protein
PPDLKKOL_00190	gene	1197	pncB2_1			
PPDLKKOL_00190	CDS	1197	pncB2_1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
PPDLKKOL_00191	gene	3057	acrB_1			
PPDLKKOL_00191	CDS	3057	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
PPDLKKOL_00192	gene	1131	mexA_1			
PPDLKKOL_00192	CDS	1131	mexA_1			Multidrug resistance protein MexA
PPDLKKOL_00193	gene	1095				
PPDLKKOL_00193	CDS	1095				hypothetical protein
PPDLKKOL_00194	gene	1065				
PPDLKKOL_00194	CDS	1065				hypothetical protein
PPDLKKOL_00195	gene	1422				
PPDLKKOL_00195	CDS	1422				hypothetical protein
PPDLKKOL_00196	gene	1341				
PPDLKKOL_00196	CDS	1341				hypothetical protein
PPDLKKOL_00197	gene	573	lemA_1			
PPDLKKOL_00197	CDS	573	lemA_1		COG1704	Protein LemA
PPDLKKOL_00198	gene	903				
PPDLKKOL_00198	CDS	903				hypothetical protein
PPDLKKOL_00199	gene	2064				
PPDLKKOL_00199	CDS	2064				hypothetical protein
PPDLKKOL_00200	gene	582	sodB_2			
PPDLKKOL_00200	CDS	582	sodB_2	1.15.1.1	COG0605	Superoxide dismutase [Fe]
PPDLKKOL_00201	gene	603	argO			
PPDLKKOL_00201	CDS	603	argO		COG1279	Arginine exporter protein ArgO
PPDLKKOL_00202	gene	402				
PPDLKKOL_00202	CDS	402				hypothetical protein
PPDLKKOL_00203	gene	897	argP_1			
PPDLKKOL_00203	CDS	897	argP_1		COG0583	HTH-type transcriptional regulator ArgP
PPDLKKOL_00204	gene	1059				
PPDLKKOL_00204	CDS	1059				hypothetical protein
PPDLKKOL_00205	gene	990	oleD			
PPDLKKOL_00205	CDS	990	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
PPDLKKOL_00206	gene	264				
PPDLKKOL_00206	CDS	264				hypothetical protein
PPDLKKOL_00207	gene	837				
PPDLKKOL_00207	CDS	837				hypothetical protein
PPDLKKOL_00208	gene	228	feoA			
PPDLKKOL_00208	CDS	228	feoA		COG1918	Fe(2+) transport protein A
PPDLKKOL_00209	gene	2301	feoB			
PPDLKKOL_00209	CDS	2301	feoB		COG0370	Fe(2+) transporter FeoB
PPDLKKOL_00210	gene	243	feoC			
PPDLKKOL_00210	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
PPDLKKOL_00211	gene	1053	nemA_1			
PPDLKKOL_00211	CDS	1053	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
PPDLKKOL_00212	gene	1167	ydhP_1			
PPDLKKOL_00212	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
PPDLKKOL_00213	gene	303				
PPDLKKOL_00213	CDS	303				hypothetical protein
PPDLKKOL_00214	gene	573	acpH			
PPDLKKOL_00214	CDS	573	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
PPDLKKOL_00215	gene	861				
PPDLKKOL_00215	CDS	861				hypothetical protein
PPDLKKOL_00216	gene	777				
PPDLKKOL_00216	CDS	777				hypothetical protein
PPDLKKOL_00217	gene	756				
PPDLKKOL_00217	CDS	756				hypothetical protein
PPDLKKOL_00218	gene	897				
PPDLKKOL_00218	CDS	897				hypothetical protein
PPDLKKOL_00219	gene	786				
PPDLKKOL_00219	CDS	786				hypothetical protein
PPDLKKOL_00220	gene	1116				
PPDLKKOL_00220	CDS	1116				hypothetical protein
PPDLKKOL_00221	gene	336				
PPDLKKOL_00221	CDS	336				hypothetical protein
PPDLKKOL_00222	gene	591				
PPDLKKOL_00222	CDS	591				hypothetical protein
PPDLKKOL_00223	gene	1221	hipO_1			
PPDLKKOL_00223	CDS	1221	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
PPDLKKOL_00224	gene	1320	proP_1			
PPDLKKOL_00224	CDS	1320	proP_1			Proline/betaine transporter
PPDLKKOL_00225	gene	1485	aam_1			
PPDLKKOL_00225	CDS	1485	aam_1	3.5.1.13	COG0154	Acylamidase
PPDLKKOL_00226	gene	771				
PPDLKKOL_00226	CDS	771				hypothetical protein
